tile_id,temperature_1400_c,min_temperature_1400_c,max_temperature_1400_c,lat,lon,city,area,temperature_c,exceedance_h,threshold_c,area_reference_temperature_c,env_apparent_temperature_c,env_wet_bulb_c,env_relative_humidity_pct,env_heat_index_c,precipitation_mm,env_cloud_cover_context,solar_ghi,solar_dni,solar_dhi,fg_canopy_fraction,fg_vegetation_fraction,fg_building_fraction,fg_road_fraction,fg_impervious_fraction,fg_pervious_fraction,canopy_fraction,vegetation_fraction,building_fraction,road_fraction,impervious_fraction,pervious_fraction,geoid_blockgroup,geoid_tract,blockgroup_area_km2,population_acs_matched,population,poverty_fraction,no_vehicle_fraction,poverty_count,poverty_universe,households_total,no_vehicle_households,transit_stop_count,source_tile_id,source_exceedance_h,thermal_stress_index,vulnerability,exposure_multiplier,exposed_population,baseline_person_hours,equity_weighted_person_hours,high_vulnerability
phoenix::Downtown::0,39.7602,39.7602,39.7602,33.435567138686345,-112.08803046893372,phoenix,Downtown,39.7602,2.0,40.0,39.6076,41.4,23.2,20.8,39.0,0.0,51.0,926.51,874.95,117.89,0.0258,0.0258,0.9948,0.0528,0.9948,0.9161,0.0258,0.0258,0.9948,0.0528,0.9948,0.9161,040131148001,04013114800,0.806901,True,17.313152418946068,0.2304221720915243,0.0253164556962025,715,3103,790,20,8,0,2.0,0.695547346207921,0.2914613729483373,1.105,19.131033422935406,64.87514590094634,79.05659522183147,False
phoenix::Downtown::1,39.7642,39.7642,39.7642,33.43557662158777,-112.08694910403209,phoenix,Downtown,39.7642,2.0,40.0,39.6076,41.4,23.2,20.8,39.0,0.0,51.0,926.51,874.95,117.89,0.0258,0.0258,0.9948,0.0528,0.9948,0.9161,0.0258,0.0258,0.9948,0.0528,0.9948,0.9161,040131148001,04013114800,0.806901,True,17.313152418946068,0.2304221720915243,0.0253164556962025,715,3103,790,20,4,1,2.0,0.7016498297916118,0.2914613729483373,1.045,18.09224427779864,61.573328791728635,75.03301400170609,False
phoenix::Downtown::2,39.768,39.768,39.768,33.43558609506318,-112.0858677386244,phoenix,Downtown,39.768,2.0,40.0,39.6076,41.4,23.2,20.8,39.0,0.0,51.0,926.51,874.95,117.89,0.0258,0.0258,0.9948,0.0528,0.9948,0.9161,0.0258,0.0258,0.9948,0.0528,0.9948,0.9161,040131148001,04013114800,0.806901,True,17.313152418946068,0.2304221720915243,0.0253164556962025,715,3103,790,20,10,2,2.0,0.7074471891961085,0.2914613729483373,1.135,19.650427995503787,67.10413609484692,81.77283382238404,False
phoenix::Downtown::3,39.7713,39.7713,39.7713,33.43559555911256,-112.0847863727112,phoenix,Downtown,39.7713,2.0,40.0,39.6076,41.4,23.2,20.8,39.0,0.0,51.0,926.51,874.95,117.89,0.0258,0.0258,0.9948,0.0528,0.9948,0.0258,0.0258,0.0258,0.9948,0.0528,0.9948,0.0258,040131148001,04013114800,0.806901,True,17.313152418946068,0.2304221720915243,0.0253164556962025,715,3103,790,20,10,3,2.0,0.712481738152641,0.2914613729483373,1.135,19.650427995503787,67.30199817836728,82.01394777179236,False
phoenix::Downtown::4,39.7739,39.7739,39.7739,33.435605013735895,-112.08370500629292,phoenix,Downtown,39.7739,2.0,40.0,39.6076,41.4,23.2,20.8,39.0,0.0,51.0,926.51,874.95,117.89,0.0258,0.0258,0.9948,0.0528,0.9948,0.0258,0.0258,0.0258,0.9948,0.0528,0.9948,0.0258,040131148001,04013114800,0.806901,True,17.313152418946068,0.2304221720915243,0.0253164556962025,715,3103,790,20,10,4,2.0,0.7164483524820368,0.2914613729483373,1.135,19.650427995503787,67.45788951689873,82.20391633799315,False
phoenix::Downtown::5,39.7756,39.7756,39.7756,33.43561445893317,-112.0826236393701,phoenix,Downtown,39.7756,2.0,40.0,39.6076,41.4,23.2,20.8,39.0,0.0,51.0,926.51,874.95,117.89,0.0258,0.0258,0.9948,0.0528,0.9948,0.0258,0.0258,0.0258,0.9948,0.0528,0.9948,0.0258,040131148001,04013114800,0.806901,True,17.313152418946068,0.2304221720915243,0.0253164556962025,715,3103,790,20,10,5,2.0,0.7190419080051016,0.2914613729483373,1.135,19.650427995503787,67.55981846901538,82.32812655435514,False
phoenix::Downtown::6,39.7761,39.7761,39.7761,33.435623894704364,-112.08154227194328,phoenix,Downtown,39.7761,2.0,40.0,39.6076,41.4,23.2,20.8,39.0,0.0,51.0,926.51,874.95,117.89,0.0258,0.0258,0.8436,0.0528,0.8436,0.0258,0.0258,0.0258,0.8436,0.0528,0.8436,0.0258,040131149001,04013114900,0.727806,True,29.815637683668452,0.427112676056338,0.3773181169757489,1213,2840,1402,529,10,6,2.0,0.7198047184530656,1.0,1.135,33.84074877096369,116.39895882457628,203.6981779430085,True
phoenix::Downtown::7,39.7752,39.7752,39.7752,33.43563332104947,-112.0804609040129,phoenix,Downtown,39.7752,2.0,40.0,39.6076,41.4,23.2,20.8,39.0,0.0,51.0,926.51,874.95,117.89,0.0258,0.0258,0.8436,0.0528,0.8436,0.0258,0.0258,0.0258,0.8436,0.0528,0.8436,0.0258,040131149001,04013114900,0.727806,True,29.815637683668452,0.427112676056338,0.3773181169757489,1213,2840,1402,529,10,7,2.0,0.7184316596467346,1.0,1.135,33.84074877096369,116.30602814835066,203.53554925961367,True
phoenix::Downtown::8,39.7727,39.7727,39.7727,33.43564273796848,-112.07937953557948,phoenix,Downtown,39.7727,2.0,40.0,39.6076,41.4,23.2,20.8,39.0,0.0,51.0,926.51,874.95,117.89,0.0258,0.0258,0.8436,0.0528,0.8436,0.0258,0.0258,0.0258,0.8436,0.0528,0.8436,0.0258,040131149001,04013114900,0.727806,True,29.815637683668452,0.427112676056338,0.3773181169757489,1213,2840,1402,529,10,8,2.0,0.714617607406936,1.0,1.135,33.84074877096369,116.04788738105795,203.0838029168514,True
phoenix::Downtown::9,39.7683,39.7683,39.7683,33.435652145461354,-112.07829816664356,phoenix,Downtown,39.7683,2.0,40.0,39.6076,41.4,23.2,20.8,39.0,0.0,51.0,926.51,874.95,117.89,0.0258,0.0258,1.0,0.0528,1.0,0.0258,0.0258,0.0258,1.0,0.0528,1.0,0.0258,040131149001,04013114900,0.727806,True,29.815637683668452,0.427112676056338,0.3773181169757489,1213,2840,1402,529,5,9,2.0,0.7079048754648891,1.0,1.06,31.604575944688563,107.9552186858679,188.92163270026884,True
