tile_id,temperature_1400_c,min_temperature_1400_c,max_temperature_1400_c,lat,lon,city,area,temperature_c,exceedance_h,threshold_c,area_reference_temperature_c,env_apparent_temperature_c,env_wet_bulb_c,env_relative_humidity_pct,env_heat_index_c,precipitation_mm,env_cloud_cover_context,solar_ghi,solar_dni,solar_dhi,fg_canopy_fraction,fg_vegetation_fraction,fg_building_fraction,fg_road_fraction,fg_impervious_fraction,fg_pervious_fraction,canopy_fraction,vegetation_fraction,building_fraction,road_fraction,impervious_fraction,pervious_fraction,geoid_blockgroup,geoid_tract,blockgroup_area_km2,population_acs_matched,population,poverty_fraction,no_vehicle_fraction,poverty_count,poverty_universe,households_total,no_vehicle_households,transit_stop_count,source_tile_id,source_exceedance_h,thermal_stress_index,vulnerability,exposure_multiplier,exposed_population,baseline_person_hours,equity_weighted_person_hours,high_vulnerability
los_angeles::Downtown_LA::0,28.3178,28.3178,28.3178,34.03888375221549,-118.25908637946831,los_angeles,Downtown_LA,28.3178,0.0,32.0,28.0036,29.8,19.2,41.2,27.7,0.0,0.0,818.37,764.07,153.04,0.0732,0.0732,0.1427999999999999,0.8345999999999999,0.8345999999999999,0.0118999999999999,0.0732,0.0732,0.1427999999999999,0.8345999999999999,0.8345999999999999,0.0118999999999999,060372079021,06037207902,0.626605,True,91.01427534092451,0.2016449234259784,0.1251856566942499,1422,7052,4713,590,30,0,0.0,0.5503711995259176,0.3610320569453221,1.18,107.39684490229092,0.0,0.0,False
los_angeles::Downtown_LA::1,28.3207,28.3207,28.3207,34.03889484127698,-118.25800320248644,los_angeles,Downtown_LA,28.3207,0.0,32.0,28.0036,29.8,19.2,41.2,27.7,0.0,0.0,818.37,764.07,153.04,0.0732,0.0732,0.1427999999999999,0.8345999999999999,0.8345999999999999,0.0118999999999999,0.0732,0.0732,0.1427999999999999,0.8345999999999999,0.8345999999999999,0.0118999999999999,060372079021,06037207902,0.626605,True,91.01427534092451,0.2016449234259784,0.1251856566942499,1422,7052,4713,590,30,1,0.0,0.5516165232993633,0.3610320569453221,1.18,107.39684490229092,0.0,0.0,False
los_angeles::Downtown_LA::2,28.3226,28.3226,28.3226,34.038905920799245,-118.25692002491256,los_angeles,Downtown_LA,28.3226,0.0,32.0,28.0036,29.8,19.2,41.2,27.7,0.0,0.0,818.37,764.07,153.04,0.0732,0.0732,0.1427999999999999,0.8345999999999999,0.8345999999999999,0.0118999999999999,0.0732,0.0732,0.1427999999999999,0.8345999999999999,0.8345999999999999,0.0118999999999999,060372079021,06037207902,0.626605,True,91.01427534092451,0.2016449234259784,0.1251856566942499,1422,7052,4713,590,25,2,0.0,0.5524324250819668,0.3610320569453221,1.16,105.57655939547243,0.0,0.0,False
los_angeles::Downtown_LA::3,28.3233,28.3233,28.3233,34.03891699078227,-118.25583684674716,los_angeles,Downtown_LA,28.3233,0.0,32.0,28.0036,29.8,19.2,41.2,27.7,0.0,0.0,818.37,764.07,153.04,0.0732,0.0732,0.1427999999999999,0.8345999999999999,0.8345999999999999,0.0118999999999999,0.0732,0.0732,0.1427999999999999,0.8345999999999999,0.8345999999999999,0.0118999999999999,060372079021,06037207902,0.626605,True,91.01427534092451,0.2016449234259784,0.1251856566942499,1422,7052,4713,590,19,3,0.0,0.5527330204755563,0.3610320569453221,1.12,101.93598838183546,0.0,0.0,False
los_angeles::Downtown_LA::4,28.3224,28.3224,28.3224,34.03892805122604,-118.25475366799076,los_angeles,Downtown_LA,28.3224,0.0,32.0,28.0036,29.8,19.2,41.2,27.7,0.0,0.0,818.37,764.07,153.04,0.0732,0.0732,0.1427999999999999,0.8345999999999999,0.8345999999999999,0.0118999999999999,0.0732,0.0732,0.1427999999999999,0.8345999999999999,0.8345999999999999,0.0118999999999999,060372079021,06037207902,0.626605,True,91.01427534092451,0.2016449234259784,0.1251856566942499,1422,7052,4713,590,11,4,0.0,0.5523465406837967,0.3610320569453221,1.0666666666666667,97.08189369698614,0.0,0.0,False
los_angeles::Downtown_LA::5,28.3198,28.3198,28.3198,34.03893910213053,-118.2536704886439,los_angeles,Downtown_LA,28.3198,0.0,32.0,28.0036,29.8,19.2,41.2,27.7,0.0,0.0,818.37,764.07,153.04,0.0732,0.0732,0.1427999999999999,0.8345999999999999,0.8345999999999999,0.0118999999999999,0.0732,0.0732,0.1427999999999999,0.8345999999999999,0.8345999999999999,0.0118999999999999,060372079021,06037207902,0.626605,True,91.01427534092451,0.2016449234259784,0.1251856566942499,1422,7052,4713,590,14,5,0.0,0.5512300435076053,0.3610320569453221,1.0866666666666667,98.90217920380464,0.0,0.0,False
los_angeles::Downtown_LA::6,28.3151,28.3151,28.3151,34.03895014349572,-118.25258730870708,los_angeles,Downtown_LA,28.3151,0.0,32.0,28.0036,29.8,19.2,41.2,27.7,0.0,0.0,818.37,764.07,153.04,0.0732,0.0732,0.5084000000000001,0.3278999999999999,0.5084000000000001,0.0732,0.0732,0.0732,0.5084000000000001,0.3278999999999999,0.5084000000000001,0.0732,060372260021,06037226002,1.142387,True,11.686057351843115,0.3113804004214963,0.4156954156954157,591,1898,1287,535,12,6,0.0,0.5492117601506419,0.8660791451973257,1.0733333333333333,12.543034890978275,0.0,0.0,True
los_angeles::Downtown_LA::7,28.308,28.308,28.308,34.03896117532161,-118.25150412818078,los_angeles,Downtown_LA,28.308,0.0,32.0,28.0036,29.8,19.2,41.2,27.7,0.0,0.0,818.37,764.07,153.04,0.0732,0.0732,0.5084000000000001,0.3278999999999999,0.5084000000000001,0.0732,0.0732,0.0732,0.5084000000000001,0.3278999999999999,0.5084000000000001,0.0732,060372260021,06037226002,1.142387,True,11.686057351843115,0.3113804004214963,0.4156954156954157,591,1898,1287,535,8,7,0.0,0.5461628640156541,0.8660791451973257,1.0466666666666666,12.231406694929126,0.0,0.0,True
los_angeles::Downtown_LA::8,28.2984,28.2984,28.2984,34.038972197608174,-118.25042094706556,los_angeles,Downtown_LA,28.2984,0.0,32.0,28.0036,29.8,19.2,41.2,27.7,0.0,0.0,818.37,764.07,153.04,0.0732,0.0732,0.5084000000000001,0.3278999999999999,0.5084000000000001,0.0732,0.0732,0.0732,0.5084000000000001,0.3278999999999999,0.5084000000000001,0.0732,060372260021,06037226002,1.142387,True,11.686057351843115,0.3113804004214963,0.4156954156954157,591,1898,1287,535,10,8,0.0,0.5420404129035589,0.8660791451973257,1.06,12.387220792953702,0.0,0.0,True
los_angeles::Downtown_LA::9,28.2872,28.2872,28.2872,34.03898321035538,-118.24933776536184,los_angeles,Downtown_LA,28.2872,0.0,32.0,28.0036,29.8,19.2,41.2,27.7,0.0,0.0,818.37,764.07,153.04,0.0732,0.0732,0.5084000000000001,0.3278999999999999,0.5084000000000001,0.0732,0.0732,0.0732,0.5084000000000001,0.3278999999999999,0.5084000000000001,0.0732,060372260021,06037226002,1.142387,True,11.686057351843115,0.3113804004214963,0.4156954156954157,591,1898,1287,535,11,9,0.0,0.5372308866061131,0.8660791451973257,1.0666666666666667,12.46512784196599,0.0,0.0,True
