tile_id,temperature_1400_c,min_temperature_1400_c,max_temperature_1400_c,lat,lon,city,area,temperature_c,exceedance_h,threshold_c,area_reference_temperature_c,env_apparent_temperature_c,env_wet_bulb_c,env_relative_humidity_pct,env_heat_index_c,precipitation_mm,env_cloud_cover_context,solar_ghi,solar_dni,solar_dhi,fg_canopy_fraction,fg_vegetation_fraction,fg_building_fraction,fg_road_fraction,fg_impervious_fraction,fg_pervious_fraction,canopy_fraction,vegetation_fraction,building_fraction,road_fraction,impervious_fraction,pervious_fraction,geoid_blockgroup,geoid_tract,blockgroup_area_km2,population_acs_matched,population,poverty_fraction,no_vehicle_fraction,poverty_count,poverty_universe,households_total,no_vehicle_households,transit_stop_count,source_tile_id,source_exceedance_h,thermal_stress_index,vulnerability,exposure_multiplier,exposed_population,baseline_person_hours,equity_weighted_person_hours,high_vulnerability
houston::Downtown::0,35.563,35.563,35.563,29.747518884669987,-95.3846177786042,houston,Downtown,35.563,5.7696,34.9,34.2428,37.1,26.3,72.9,49.1,1.2,34.0,855.22,731.75,178.8,0.69,0.69,0.8109000000000001,0.0805,0.8109000000000001,0.96,0.69,0.69,0.8109000000000001,0.0805,0.8109000000000001,0.96,482014105023,48201410502,0.182715,True,51.884081766685824,0.0527704485488126,0.0138972809667673,160,3032,1655,23,3,0,5.7696,0.5915066126462415,0.046240181584272115,1.0163636363636364,52.73309401377705,484.2140713417103,501.00668128008556,False
houston::Downtown::1,35.5669,35.5669,35.5669,29.7475376216472,-95.3835783962694,houston,Downtown,35.5669,5.78,34.9,34.2428,37.1,26.3,72.9,49.1,1.2,34.0,855.22,731.75,178.8,0.69,0.69,0.8109000000000001,0.0805,0.8109000000000001,0.96,0.69,0.69,0.8109000000000001,0.0805,0.8109000000000001,0.96,482014105023,48201410502,0.182715,True,51.884081766685824,0.0527704485488126,0.0138972809667673,160,3032,1655,23,3,1,5.78,0.5928966617547354,0.046240181584272115,1.0163636363636364,52.73309401377705,485.51057523918485,502.3481481092931,False
houston::Downtown::2,35.5692,35.5692,35.5692,29.74755635047108,-95.38253901295354,houston,Downtown,35.5692,5.7882,34.9,34.2428,37.1,26.3,72.9,49.1,1.2,34.0,855.22,731.75,178.8,0.69,0.69,0.8109000000000001,0.0805,0.8109000000000001,0.96,0.69,0.69,0.8109000000000001,0.0805,0.8109000000000001,0.96,482014105023,48201410502,0.182715,True,51.884081766685824,0.0527704485488126,0.0138972809667673,160,3032,1655,23,2,2,5.7882,0.5938555368700026,0.046240181584272115,1.010909090909091,52.45008993141331,483.8811694080647,500.66223426204385,False
houston::Downtown::3,35.5698,35.5698,35.5698,29.747575071141583,-95.381499628657,houston,Downtown,35.5698,5.7936,34.9,34.2428,37.1,26.3,72.9,49.1,1.2,34.0,855.22,731.75,178.8,0.69,0.69,0.8109000000000001,0.0805,0.8109000000000001,0.96,0.69,0.69,0.8109000000000001,0.0805,0.8109000000000001,0.96,482014106022,48201410602,0.236124,True,82.03316901289155,0.0740460899131091,0.0106741573033707,196,2647,1780,19,3,3,5.7936,0.5943251598097707,0.07568778057045787,1.0163636363636364,83.37552996037523,770.1299524313164,813.8470225690853,False
houston::Downtown::4,35.5682,35.5682,35.5682,29.747593783658687,-95.38046024338024,houston,Downtown,35.5682,5.7958,34.9,34.2428,37.1,26.3,72.9,49.1,1.2,34.0,855.22,731.75,178.8,0.69,0.69,0.8109000000000001,0.0805,0.8109000000000001,0.96,0.69,0.69,0.8109000000000001,0.0805,0.8109000000000001,0.96,482014106022,48201410602,0.236124,True,82.03316901289155,0.0740460899131091,0.0106741573033707,196,2647,1780,19,4,4,5.7958,0.5941901396626954,0.07568778057045787,1.0218181818181817,83.82298360953645,774.491443844519,818.4560976860697,False
houston::Downtown::5,35.5642,35.5642,35.5642,29.74761248802237,-95.37942085712366,houston,Downtown,35.5642,5.7945,34.9,34.2428,37.1,26.3,72.9,49.1,1.2,34.0,855.22,731.75,178.8,0.69,0.69,0.8109000000000001,0.0805,0.8109000000000001,0.96,0.69,0.69,0.8109000000000001,0.0805,0.8109000000000001,0.96,482014106022,48201410602,0.236124,True,82.03316901289155,0.0740460899131091,0.0106741573033707,196,2647,1780,19,4,5,5.7945,0.5933948969873164,0.07568778057045787,1.0218181818181817,83.82298360953645,773.9314660065485,817.8643322383057,False
houston::Downtown::6,35.5574,35.5574,35.5574,29.74763118423258,-95.3783814698877,houston,Downtown,35.5574,5.7891,34.9,34.2428,37.1,26.3,72.9,49.1,1.2,34.0,855.22,731.75,178.8,0.55,0.55,0.1828999999999999,0.1578,0.1828999999999999,0.55,0.55,0.55,0.1828999999999999,0.1578,0.1828999999999999,0.55,482014106011,48201410601,0.633083,True,58.807454946665764,0.1425114278031728,0.0597749648382559,530,3719,2844,170,6,6,5.7891,0.5918282729007102,0.2511450400072277,1.0327272727272727,60.7320625631021,559.6613250497912,665.0784494523871,False
houston::Downtown::7,35.5476,35.5476,35.5476,29.74764987228933,-95.3773420816728,houston,Downtown,35.5476,5.7791,34.9,34.2428,37.1,26.3,72.9,49.1,1.2,34.0,855.22,731.75,178.8,0.55,0.55,0.1828999999999999,0.1578,0.1828999999999999,0.55,0.55,0.55,0.1828999999999999,0.1578,0.1828999999999999,0.55,482014106011,48201410601,0.633083,True,58.807454946665764,0.1425114278031728,0.0597749648382559,530,3719,2844,170,7,7,5.7791,0.589421226422954,0.2511450400072277,1.038181818181818,61.05283049917482,560.7961473330012,666.4270254763854,False
houston::Downtown::8,35.5353,35.5353,35.5353,29.747668552192565,-95.37630269247936,houston,Downtown,35.5353,5.7655,34.9,34.2428,37.1,26.3,72.9,49.1,1.2,34.0,855.22,731.75,178.8,0.55,0.55,0.1828999999999999,0.1578,0.1828999999999999,0.55,0.55,0.55,0.1828999999999999,0.1578,0.1828999999999999,0.55,482014106011,48201410601,0.633083,True,58.807454946665764,0.1425114278031728,0.0597749648382559,530,3719,2844,170,11,8,5.7655,0.5863295330807773,0.2511450400072277,1.06,62.33590224346571,570.1230974071149,677.5107884876306,False
houston::Downtown::9,35.5219,35.5219,35.5219,29.747687223942258,-95.3752633023078,houston,Downtown,35.5219,5.7504,34.9,34.2428,37.1,26.3,72.9,49.1,1.2,34.0,855.22,731.75,178.8,0.55,0.55,0.1828999999999999,0.1578,0.1828999999999999,0.55,0.55,0.55,0.1828999999999999,0.1578,0.1828999999999999,0.55,482014106011,48201410601,0.633083,True,58.807454946665764,0.1425114278031728,0.0597749648382559,530,3719,2844,170,14,9,5.7504,0.5829422489644107,0.2511450400072277,1.0763636363636364,63.29820605168388,576.1751556583317,684.7028050475685,False
