tile_id,city,area,lat,lon,temperature_c,daily_max_temperature_c,exceedance_h,persistence_h,apparent_temperature_c,wet_bulb_c,relative_humidity_pct,solar_ghi,population,vulnerability,canopy_fraction,vegetation_fraction,pervious_fraction,impervious_fraction,building_fraction,road_fraction,transit_stop_count,school_count,park_count,cooling_center_access,data_provenance,thermal_stress_index,exposure_multiplier,exposed_population,baseline_person_hours,equity_weighted_person_hours,high_vulnerability
mia_0000,miami,Little_Havana,25.7573,-80.22739999999999,31.71586348105828,34.50586348105828,10.743905749508016,10.267847618954752,36.104759448772754,27.06762267100341,70.44086821727926,764.6221488292852,45.05808757860885,0.7315056362850556,0.12780618619078288,0.1998102226605394,0.2057258184850187,0.7549803926469043,0.26195859245384656,0.20093461479413044,2.486559073996569,0.0,0.0,0.24266500375110472,synthetic_demo_calibrated_to_diagnostic_summaries,0.8316671755002574,1.132804374042334,51.04199869503066,1004.4687376182459,1555.549644898157,True
mia_0001,miami,Little_Havana,25.7573,-80.225,31.76776477312475,34.55776477312475,11.182116028239095,9.422217875346634,35.564557264932446,27.624423813472934,74.29246300902365,724.1430089649924,51.639651834082656,0.7679078266998014,0.14761625568964348,0.23491756126206903,0.24943230163550162,0.702137665297477,0.3228668871134757,0.2294359934853531,2.8301860892767907,0.0,0.0,0.3293798647231175,synthetic_demo_calibrated_to_diagnostic_summaries,0.8355511526134095,1.1526222774895014,59.52101310576526,1221.68938614094,1925.298017201218,True
mia_0002,miami,Little_Havana,25.7573,-80.2226,31.972300501085762,34.76230050108576,12.79008098611331,12.088957623330169,36.287944614005035,27.087948260561756,73.20273720846667,657.9990926101034,50.19523594312267,0.7984285900153371,0.05700281682941078,0.13375530518333525,0.2192928238683557,0.7290070612767999,0.34466743236562913,0.24656065790187037,3.043130850457516,0.0,0.0,0.3056649966057763,synthetic_demo_calibrated_to_diagnostic_summaries,0.984407660056838,1.164903380339399,58.472600027077306,1484.0775474300146,2372.7750051809894,True
mia_0003,miami,Little_Havana,25.7573,-80.22019999999999,31.655382533276534,34.445382533276536,10.933376654534179,8.96915150989945,35.0887389262748,26.145108003941363,72.42608702535516,695.6383399798872,43.76045923128202,0.6886147434976406,0.10303080556076488,0.17642490050556436,0.2096974141279985,0.7350352263932444,0.3684490631917142,0.26380041705599777,3.186380705005723,0.0,0.0,0.16020001774702236,synthetic_demo_calibrated_to_diagnostic_summaries,0.6385719736805334,1.1731649885949142,51.33823865497518,919.7309403906264,1394.7361545935776,True
mia_0004,miami,Little_Havana,25.7573,-80.2178,31.8878064075058,34.6778064075058,11.68998693587262,10.609489021771395,35.83856366525109,27.153960451094914,74.33959352808984,730.3691181569093,48.120093523570134,0.6777537893817548,0.07294782785571946,0.16428928803362947,0.2609756005083143,0.6951994373652199,0.29216641417643846,0.25460917442356745,2.884597327124727,0.0,0.0,0.0785178870576828,synthetic_demo_calibrated_to_diagnostic_summaries,0.9250487485034343,1.155760321386405,55.61529475594528,1251.5551765314224,1887.7398741673144,True
mia_0005,miami,Little_Havana,25.7573,-80.21539999999999,31.665638746561115,34.455638746561114,11.994063951355475,11.564119589778741,35.784506547727254,26.839408203979456,67.81803873042296,718.4095031012243,44.85317581638439,0.6344980150580477,0.0793916688047555,0.15346006565244474,0.21162399099339782,0.7429777150866614,0.30265529279960496,0.2338368732639711,3.1722465099659165,0.0,0.0,0.17987390146629975,synthetic_demo_calibrated_to_diagnostic_summaries,0.8381965959578772,1.1723498311708862,52.58361309581632,1159.33445051443,1711.0310062442936,True
mia_0006,miami,Little_Havana,25.7573,-80.213,31.45493192740424,34.24493192740424,10.42548911784777,7.878552215702055,34.76658885362608,26.299008006141932,70.22027217578342,804.4605662770083,37.84308998388482,0.8516972602097606,0.1111450418808693,0.17333661487873964,0.17769020856534387,0.7662991239591687,0.37340444983658316,0.25070613177448525,1.9881987738002018,1.0,0.0,0.51378112362068,synthetic_demo_calibrated_to_diagnostic_summaries,0.5221670256241507,1.2640625817151532,47.836034025108304,759.1260854282147,1244.0352907629429,True
mia_0007,miami,Little_Havana,25.7573,-80.2106,31.534178922527314,34.32417892252732,10.134643094636562,9.54847432002067,35.507287647118154,26.339655758897983,67.97595116588693,883.7550939505918,46.501010498147664,0.734134371070081,0.08036458980347162,0.1780812556872195,0.2791904739535654,0.6706542713649329,0.3343683645433446,0.2719794069236293,1.6714769977393507,0.0,1.0,0.060572532351214375,synthetic_demo_calibrated_to_diagnostic_summaries,0.6104585241926865,1.1657963765028805,54.21070954246295,884.7958869541488,1371.9651909500078,True
mia_0008,miami,Little_Havana,25.7595,-80.22739999999999,31.764693529265713,34.55469352926571,11.031086108952767,10.729916749736958,35.850987488126776,26.253518499537865,69.32318270869825,870.5363879487304,52.47912393602577,0.6610691074113548,0.13460753678807455,0.2119369850303796,0.22094128069230015,0.7289985466936484,0.3337344840936764,0.23877712421593697,2.136013215727376,1.0,0.0,0.20798062312162668,synthetic_demo_calibrated_to_diagnostic_summaries,0.7695504086676275,1.27258744212469,66.78427409469164,1303.6332332060124,1949.9769766064703,True
mia_0009,miami,Little_Havana,25.7595,-80.225,31.977681155887588,34.76768115588759,12.588028468335818,11.016857428047695,36.29934455323211,26.61979034830526,69.67886295386954,732.3776413998287,44.45882796735937,0.7038432708045659,0.03170098448278337,0.13316779756999295,0.2899051802491702,0.6491892521574423,0.40603711728925,0.2917099716234989,3.6691554337937617,0.0,0.0,0.4052006098132758,synthetic_demo_calibrated_to_diagnostic_summaries,0.9449364247647117,1.18,52.46141700148405,1284.4084176358235,1962.42508392411,True
